正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.90,0,2
2,0,2,1.40,0,0
3,0,3,0.96,0,5
4,0,4,0.84,0,3
5,0,5,0.84,0,1
6,0,6,0.86,0,4
